味,口,flavor,"ミ、あじ、あじ-わう mi, aji, aji-wau",8
命,口,fate,"メイ、ミョウ、いのち mei, myō, inochi",8
面,面,face,"メン、おも、おもて、つら men, omo, omote, tsura",9
問,口,question,"モン、と-う、と-い、（とん） mon, to-u, to-i, (ton)",11
役,彳,service,"ヤク、エキ yaku, eki",7
薬,艸,medicine,"ヤク、くすり yaku, kusuri",16
由,田,reason,"ユ、ユウ、（ユイ）、よし yu, yū, (yui), yoshi",5
油,水,oil,"ユ、あぶら yu, abura",8
有,月,have,"ユウ、ウ、あ-る yū, u, a-ru",6
遊,辵,play,"ユウ、（ユ）、あそ-ぶ yū, (yu), aso-bu",12
予,豕,in advance,ヨ yo,4
羊,羊,sheep,"ヨウ、ひつじ yō, hitsuji",6
洋,水,ocean,ヨウ yō,9
葉,艸,leaf,"ヨウ、は yō, ha",12
陽,阜,sunshine,ヨウ yō,12
様,木,formal title,"ヨウ、さま yō, sama",14
落,艸,fall,"ラク、お-ちる、お-とす raku, o-chiru, o-tosu",12
流,水,stream,"リュウ、（ル）、なが-れる、なが-す ryū, (ru), naga-reru, naga-su",10
旅,方,trip,"リョ、たび ryo, tabi",10
両,入,both,リョウ ryō,6
緑,糸,green,"リョク、（ロク）、みどり ryoku, (roku), midori",14
礼,示,thanks,"レイ、ライ rei, rai",5
列,刀,row,レツ retsu,6
練,糸,practice,"レン、ね-る ren, ne-ru",14
路,足,road,"ロ、じ ro, ji",13
和,口,peace,"ワ、（オ）、やわ-らぐ、やわ-らげる、なご-む、なご-やか wa, (o), yawa-ragu, yawa-rageru, nago-mu, nago-yaka",8
愛,心,love,アイ ai,13
案,木,plan,アン an,10
以,人,by means of,イ i,5
衣,衣,clothes,"イ、ころも i, koromo",6
位,人,rank,"イ、くらい i, kurai",7
囲,囗,surround,"イ、かこ-む、かこ-う i, kako-mu, kako-u",7
胃,肉,stomach,イ i,9
印,卩,mark,"イン、しるし in, shirushi",6
英,艸,England,エイ ei,8
栄,木,prosperity,"エイ、さか-える、は-え、は-える ei, saka-eru, ha-e, ha-eru",9
塩,鹵,salt,"エン、しお en, shio",13
億,人,hundred million,オク oku,15
加,力,add,"カ、くわ-える、くわ-わる ka, kuwa-eru, kuwa-waru",5
果,木,fruit,"カ、は-たす、は-てる、は-て ka, ha-tasu, ha-teru, ha-te",8
貨,貝,freight,カ ka,11
課,言,section,カ ka,15
芽,艸,bud,"ガ、め ga, me",8
改,攴,reformation,"カイ、あらた-める、あらた-まる kai, arata-meru, arata-maru",7
械,木,contraption,カイ kai,11
害,宀,harm,ガイ gai,10
街,行,street,"ガイ、（カイ）、まち gai, (kai), machi",12
各,口,each,"カク、おのおの kaku, onoono",6
覚,見,memorize,"カク、おぼ-える、さ-ます、さ-める kaku, obo-eru, sa-masu, sa-meru",12
完,宀,perfect,カン kan,7
官,宀,government official,カン kan,8
管,竹,pipe,"カン、くだ kan, kuda",14
関,門,related,"カン、せき、かか-わる kan, seki, kaka-waru",14
観,見,observe,カン kan,18
願,頁,request,"ガン、ねが-う gan, nega-u",19
希,巾,hope,キ ki,7
季,子,seasons,キ ki,8
紀,糸,chronicle,キ ki,9
喜,口,rejoice,"キ、よろこ-ぶ ki, yoroko-bu",12
旗,方,national flag,"キ、はた ki, hata",14
器,口,container,"キ、うつわ ki, utsuwa",15
機,木,machine,"キ、はた ki, hata",16
議,言,deliberation,ギ gi,20
求,水,request,"キュウ、もと-める kyū, moto-meru",7
泣,水,cry,"キュウ、な-く kyū, na-ku",8
救,攴,salvation,"キュウ、すく-う kyū, suku-u",11
給,糸,salary,キュウ kyū,12
挙,手,raise,"キョ、あ-げる、あ-がる kyo, a-geru, a-garu",10
漁,水,fishing,"ギョ、リョウ gyo, ryō",14
共,八,together,"キョウ、とも kyō, tomo",6
協,十,cooperation,キョウ kyō,8
鏡,金,mirror,"キョウ、かがみ kyō, kagami",19
競,立,compete,"キョウ、ケイ、きそ-う、せ-る kyō, kei, kiso-u, se-ru",20
極,木,poles,"キョク、ゴク、きわ-める、きわ-まる、きわ-み kyoku, goku, kiwa-meru, kiwa-maru, kiwa-mi",12
訓,言,instruction,クン kun,10
軍,車,army,グン gun,9
郡,邑,county,グン gun,10
径,彳,diameter,ケイ kei,8
型,土,model,"ケイ、かた kei, kata",9
景,日,scenery,ケイ kei,12
芸,艸,art,ゲイ gei,7
欠,缶,lack,"ケツ、か-ける、か-く ketsu, ka-keru, ka-ku",4
結,糸,tie,"ケツ、むす-ぶ、ゆ-う、ゆ-わえる ketsu, musu-bu, yu-u, yu-waeru",12
建,廴,build,"ケン、（コン）、た-てる、た-つ ken, (kon), ta-teru, ta-tsu",9
健,人,healthy,"ケン、すこ-やか ken, suko-yaka",11
験,馬,test,"ケン、（ゲン） ken, (gen)",18
固,囗,hard,"コ、かた-める、かた-まる、かた-い ko, kata-meru, kata-maru, kata-i",8
功,力,achievement,"コウ、（ク） kō, (ku)",5
好,女,like,"コウ、この-む、す-く kō, kono-mu, su-ku",6
候,人,climate,"コウ、そうろう kō, sōrō",10
航,舟,cruise,コウ kō,10
康,广,health,コウ kō,11
告,口,tell,"コク、つ-げる koku, tsu-geru",7
差,工,distinction,"サ、さ-す sa, sa-su",10
菜,艸,vegetable,"サイ、な sai, na",11
最,曰,most,"サイ、もっと-も sai, motto-mo",12
材,木,lumber,ザイ zai,7
昨,日,previous,サク saku,9
札,木,tag,"サツ、ふだ satsu, fuda",5
刷,刀,printing,"サツ、す-る satsu, su-ru",8
殺,殳,kill,"サツ、（サイ）、（セツ）、ころ-す satsu, (sai), (setsu), koro-su",10
察,宀,guess,サツ satsu,14
参,厶,participate,"サン、まい-る san, mai-ru",8
産,生,give birth,"サン、う-む、う-まれる、うぶ san, u-mu, u-mareru, ubu",11
散,攴,scatter,"サン、ち-る、ち-らす、ち-らかす、ち-らかる san, chi-ru, chi-rasu, chi-rakasu, chi-rakaru",12
残,歹,remainder,"ザン、のこ-る、のこ-す zan, noko-ru, noko-su",10
士,士,gentleman,シ shi,3
氏,氏,family name,"シ、うじ shi, uji",4
史,口,history,シ shi,5
司,口,director,シ shi,5
試,言,test,"シ、こころ-みる、ため-す shi, kokoro-miru, tame-su",13
児,儿,child,"ジ、（ニ） ji, (ni)",7
治,水,govern,"ジ、チ、おさ-める、おさ-まる、なお-る、なお-す ji, chi, osa-meru, osa-maru, nao-ru, nao-su",8
辞,辛,resign,"ジ、や-める ji, ya-meru",13
失,大,lose,"シツ、うしな-う shitsu, ushina-u",5
借,人,borrow,"シャク、か-りる shaku, ka-riru",10
種,禾,kind,"シュ、たね shu, tane",14
周,口,circumference,"シュウ、まわ-り shū, mawa-ri",8
祝,示,celebrate,"シュク、（シュウ）、いわ-う shuku, (shū), iwa-u",9
順,頁,obey,ジュン jun,12
初,刀,first,"ショ、はじ-め、はじ-めて、はつ、うい、そ-める sho, haji-me, haji-mete, hatsu, ui, so-meru",7
松,木,pine,"ショウ、まつ shō, matsu",8
笑,竹,laugh,"ショウ、わら-う、え-む shō, wara-u, e-mu",10
唱,口,chant,"ショウ、とな-える shō, tona-eru",11
焼,火,bake,"ショウ、や-く、や-ける shō, ya-ku, ya-keru",12
象,豕,elephant,"ショウ、ゾウ shō, zō",12
照,火,illuminate,"ショウ、て-る、て-らす、て-れる shō, te-ru, te-rasu, te-reru",13
賞,貝,prize,ショウ shō,15
臣,臣,retainer,"シン、ジン shin, jin",7
信,人,trust,シン shin,9
成,戈,become,"セイ、（ジョウ）、な-る、な-す sei, (jō), na-ru, na-su",6
省,目,government ministry,"セイ、ショウ、かえり-みる、はぶ-く sei, shō, kaeri-miru, habu-ku",9
清,水,pure,"セイ、（ショウ）、きよ-い、きよ-まる、きよ-める sei, (shō), kiyo-i, kiyo-maru, kiyo-meru",11
静,靑,quiet,"セイ、（ジョウ）、しず、しず-か、しず-まる、しず-める sei, (jō), shizu, shizu-ka, shizu-maru, shizu-meru",14
席,巾,seat,セキ seki,10
積,禾,accumulate,"セキ、つ-む、つ-もる seki, tsu-mu, tsu-moru",16
折,手,fold,"セツ、お-る、おり、お-れる setsu, o-ru, ori, o-reru",7
節,竹,node,"セツ、（セチ）、ふし setsu, (sechi), fushi",13
説,言,theory,"セツ、（ゼイ）、と-く setsu, (zei), to-ku",14
浅,水,shallow,"セン、あさ-い sen, asa-i",9
戦,戈,war,"セン、いくさ、たたか-う sen, ikusa, tataka-u",13
選,辵,choose,"セン、えら-ぶ sen, era-bu",15
然,火,so,"ゼン、ネン zen, nen",12
争,爪,conflict,"ソウ、あらそ-う sō, araso-u",6
倉,人,warehouse,"ソウ、くら sō, kura",10
巣,巛,nest,"ソウ、す sō, su",11
束,木,bundle,"ソク、たば soku, taba",7
側,人,side,"ソク、がわ soku, gawa",11
続,糸,continue,"ゾク、つづ-く、つづ-ける zoku, tsuzu-ku, tsuzu-keru",13
卒,十,graduate,ソツ sotsu,8
孫,子,grandchild,"ソン、まご son, mago",10
帯,巾,sash,"タイ、お-びる、おび tai, o-biru, obi",10
隊,阜,group,タイ tai,12
達,辵,attain,タツ tatsu,12
単,口,simple,タン tan,9
置,网,put,"チ、お-く chi, o-ku",13
仲,人,relationship,"チュウ、なか chū, naka",6
貯,貝,savings,チョ cho,12
兆,儿,"portent, trillion","チョウ、きざ-す、きざ-し chō, kiza-su, kiza-shi",6
腸,肉,intestines,チョウ chō,13
低,人,low,"テイ、ひく-い、ひく-める、ひく-まる tei, hiku-i, hiku-meru, hiku-maru",7
底,广,bottom,"テイ、そこ tei, soko",8
停,人,halt,テイ tei,11
的,白,target,"テキ、まと teki, mato",8
典,八,code,テン ten,8
伝,人,transmit,"デン、つた-わる、つた-える、つた-う den, tsuta-waru, tsuta-eru, tsuta-u",6
徒,彳,junior,ト to,10
努,力,toil,"ド、つと-める do, tsuto-meru",7
灯,火,lamp,"トウ、ひ tō, hi",6
堂,土,public chamber,ドウ dō,11
働,人,work,"ドウ、はたら-く dō, hatara-ku",13
特,牛,special,トク toku,10
得,彳,acquire,"トク、え-る、う-る toku, e-ru, u-ru",11
毒,毋,poison,ドク doku,8
熱,火,heat,"ネツ、あつ-い netsu, atsu-i",15
念,心,thought,ネン nen,8
敗,攴,failure,"ハイ、やぶ-れる hai, yabu-reru",11
梅,木,ume (Japanese apricot),"バイ、うめ bai, ume",10
博,十,Dr.,"ハク、（バク） haku, (baku)",12
飯,食,meal,"ハン、めし han, meshi",12
飛,飛,fly,"ヒ、と-ぶ、と-ばす hi, to-bu, to-basu",9
費,貝,expense,"ヒ、つい-やす、つい-える hi, tsui-yasu, tsui-eru",12
必,心,without fail,"ヒツ、かなら-ず hitsu, kanara-zu",5
票,示,ballot,ヒョウ hyō,11
標,木,signpost,ヒョウ hyō,15
不,一,non-,"フ、ブ fu, bu",4
夫,大,husband,"フ、（フウ）、おっと fu, (fū), otto",4
付,人,attach,"フ、つ-ける、つ-く fu, tsu-keru, tsu-ku",5
府,广,urban prefecture,フ fu,8
副,刀,vice,フク fuku,11
粉,米,flour,"フン、こ、こな fun, ko, kona",10
兵,八,soldier,"ヘイ、ヒョウ hei, hyō",7
別,刀,separate,"ベツ、わか-れる betsu, waka-reru",7
辺,辵,environs,"ヘン、あた-り、べ hen, ata-ri, be",5
変,言,change,"ヘン、か-わる、か-える hen, ka-waru, ka-eru",9
便,人,convenience,"ベン、ビン、たよ-り ben, bin, tayo-ri",9
包,勹,wrap,"ホウ、つつ-む hō, tsutsu-mu",5
法,水,method,"ホウ、（ハッ）、（ホッ） hō, (ha'), (ho')",8
望,月,hope,"ボウ、モウ、のぞ-む bō, mō, nozo-mu",11
牧,牛,breed,"ボク、まき boku, maki",8
末,木,end,"マツ、バツ、すえ matsu, batsu, sue",5
満,水,full,"マン、み-ちる、み-たす man, mi-chiru, mi-tasu",12
未,木,not yet,ミ mi,5
脈,肉,vein,ミャク myaku,10
民,氏,people,"ミン、たみ min, tami",5
無,火,nothing,"ム、ブ、な-い mu, bu, na-i",12
約,糸,promise,ヤク yaku,9
勇,力,courage,"ユウ、いさ-む yū, isa-mu",9
要,襾,need,"ヨウ、かなめ、い-る yō, kaname, i-ru",9
養,食,foster,"ヨウ、やしな-う yō, yashina-u",15
浴,水,bathe,"ヨク、あ-びる、あ-びせる yoku, a-biru, a-biseru",10
利,刀,profit,"リ、き-く ri, ki-ku",7
陸,阜,land,リク riku,11
良,艮,good,"リョウ、よ-い ryō, yo-i",7
料,斗,fee,リョウ ryō,10
量,里,quantity,"リョウ、はか-る ryō, haka-ru",12
輪,車,wheel,"リン、わ rin, wa",15
類,頁,sort,"ルイ、たぐ-い rui, tagu-i",18
令,人,orders,レイ rei,5
冷,冫,cool,"レイ、つめ-たい、ひ-える、ひ-や、ひ-やす、ひ-やかす、さ-める、さ-ます rei, tsume-tai, hi-eru, hi-ya, hi-yasu, hi-yakasu, sa-meru, sa-masu",7
例,人,example,"レイ、たと-える rei, tato-eru",8
歴,止,curriculum,レキ reki,14
連,辵,take along,"レン、つら-なる、つら-ねる、つ-れる ren, tsura-naru, tsura-neru, tsu-reru",10
老,老,old man,"ロウ、お-いる、ふ-ける rō, o-iru, fu-keru",6
労,力,labour,ロウ rō,7
録,金,record,ロク roku,16
圧,土,pressure,アツ atsu,5
移,禾,shift,"イ、うつ-る、うつ-す i, utsu-ru, utsu-su",11
因,囗,cause,"イン、よ-る in, yo-ru",6
永,水,eternity,"エイ、なが-い ei, naga-i",5
営,火,manage,"エイ、いとな-む ei, itona-mu",12
衛,行,defense,エイ ei,16
易,日,easy,"エキ、イ、やさ-しい eki, i, yasa-shii",8
益,皿,benefit,"エキ、（ヤク） eki, (yaku)",10
液,水,fluid,エキ eki,11
演,水,perform,エン en,14
応,心,respond,"オウ、こた-える ō, kota-eru",7
往,彳,outward journey,オウ ō,8
桜,木,cherry tree,"オウ、さくら ō, sakura",10
恩,心,grace,オン on,10
可,口,possible,カ ka,5
仮,人,temporary,"カ、（ケ）、かり ka, (ke), kari",6
価,人,value,"カ、あたい ka, atai",8
河,水,river,"カ、かわ ka, kawa",8
過,辵,go beyond,"カ、す-ぎる、す-ごす、あやま-つ、あやま-ち ka, su-giru, su-gosu, ayama-tsu, ayama-chi",12
賀,貝,congratulations,ガ ga,12
快,心,cheerful,"カイ、こころよ-い kai, kokoroyo-i",7
解,角,untie,"カイ、ゲ、と-く、と-かす、と-ける kai, ge, to-ku, to-kasu, to-keru",13
格,木,status,"カク、（コウ） kaku, (kō)",10
確,石,certain,"カク、たし-か、たし-かめる kaku, tashi-ka, tashi-kameru",15
額,頁,amount,"ガク、ひたい gaku, hitai",18
刊,刀,publish,カン kan,5
幹,干,tree-trunk,"カン、みき kan, miki",13
慣,心,accustomed,"カン、な-れる、な-らす kan, na-reru, na-rasu",14
眼,目,eyeball,"ガン、（ゲン）、まなこ gan, (gen), manako",11
基,土,foundation,"キ、もと、もとい ki, moto, motoi",11
寄,宀,approach,"キ、よ-る、よ-せる ki, yo-ru, yo-seru",11
規,見,rule,キ ki,11
技,手,skill,"ギ、わざ gi, waza",7
義,羊,righteousness,ギ gi,13
逆,辵,inverted,"ギャク、さか、さか-らう gyaku, saka, saka-rau",9
久,丿,long time,"キュウ、（ク）、ひさ-しい kyū, (ku), hisa-shii",3
旧,臼,old times,キュウ kyū,5
居,尸,reside,"キョ、い-る kyo, i-ru",8
許,言,permit,"キョ、ゆる-す kyo, yuru-su",11
境,土,boundary,"キョウ、（ケイ）、さかい kyō, (kei), sakai",14
均,土,level,キン kin,7
禁,示,prohibition,キン kin,13
句,口,phrase,ク ku,5
群,羊,flock,"グン、む-れる、む-れ、（むら） gun, mu-reru, mu-re, (mura)",13
経,糸,manage,"ケイ、キョウ、へ-る kei, kyō, he-ru",11
潔,水,undefiled,"ケツ、いさぎよ-い ketsu, isagiyo-i",15
件,人,affair,ケン ken,6
券,刀,ticket,ケン ken,8
険,阜,precipitous,"ケン、けわ-しい ken, kewa-shii",11
検,木,examine,ケン ken,12
限,阜,limit,"ゲン、かぎ-る gen, kagi-ru",9
現,玉,appear,"ゲン、あらわ-れる、あらわ-す gen, arawa-reru, arawa-su",11
減,水,decrease,"ゲン、へ-る、へ-らす gen, he-ru, he-rasu",12
故,攴,circumstances,"コ、ゆえ ko, yue",9
個,人,individual,コ ko,10
護,言,safeguard,ゴ go,20
効,力,effect,"コウ、き-く kō, ki-ku",8
厚,厂,thick,"コウ、あつ-い kō, atsu-i",9
耕,耒,till,"コウ、たがや-す kō, tagaya-su",10
鉱,金,mineral,コウ kō,13
構,木,construct,"コウ、かま-える、かま-う kō, kama-eru, kama-u",14
興,臼,entertain,"コウ、キョウ、おこ-る、おこ-す kō, kyō, oko-ru, oko-su",16
講,言,lecture,コウ kō,17
混,水,mix,"コン、ま-じる、ま-ざる、ま-ぜる、こ-む kon, ma-jiru, ma-zaru, ma-zeru, ko-mu",11
査,木,investigate,サ sa,9
再,冂,again,"サイ、（サ）、ふたた-び sai, (sa), futata-bi",6
災,火,disaster,"サイ、わざわ-い sai, wazawa-i",7
妻,女,wife,"サイ、つま sai, tsuma",8
採,手,pick,"サイ、と-る sai, to-ru",11
際,阜,occasion,"サイ、きわ sai, kiwa",14
在,土,exist,"ザイ、あ-る zai, a-ru",6
財,貝,wealth,"ザイ、（サイ） zai, (sai)",10
罪,网,guilt,"ザイ、つみ zai, tsumi",13
雑,隹,miscellaneous,"ザツ、ゾウ zatsu, zō",14
酸,酉,acid,"サン、す-い san, su-i",14
賛,貝,approve,サン san,15
支,支,branch,"シ、ささ-える shi, sasa-eru",4
志,心,intention,"シ、こころざ-す、こころざし shi, kokoroza-su, kokorozashi",7
枝,木,branch,"シ、えだ shi, eda",8
師,巾,expert,シ shi,10
資,貝,resources,シ shi,13
飼,食,domesticate,"シ、か-う shi, ka-u",13
示,示,indicate,"ジ、シ、しめ-す ji, shi, shime-su",5
似,人,becoming,"ジ、に-る ji, ni-ru",7
識,言,discriminating,シキ shiki,19
質,貝,quality,"シツ、シチ、（チ） shitsu, shichi, (chi)",15
舎,舌,cottage,シャ sha,8
謝,言,apologize,"シャ、あやま-る sha, ayama-ru",17
授,手,instruct,"ジュ、さず-ける、さず-かる ju, sazu-keru, sazu-karu",11
修,人,discipline,"シュウ、（シュ）、おさ-める、おさ-まる shū, (shu), osa-meru, osa-maru",10
述,辵,mention,"ジュツ、の-べる jutsu, no-beru",8
術,行,art,ジュツ jutsu,11
準,水,standard,ジュン jun,13
序,广,preface,ジョ jo,7
招,手,beckon,"ショウ、まね-く shō, mane-ku",8
承,手,acquiesce,"ショウ、うけたまわ-る shō, uketamawa-ru",8
証,言,evidence,ショウ shō,12
条,木,clause,ジョウ jō,7
状,犬,form,ジョウ jō,7
常,巾,normal,"ジョウ、つね、とこ jō, tsune, toko",11
情,心,feelings,"ジョウ、（セイ）、なさ-け jō, (sei), nasa-ke",11
織,糸,weave,"ショク、シキ、お-る shoku, shiki, o-ru",18
職,耳,employment,ショク shoku,18
制,刀,control,セイ sei,8
性,心,gender,"セイ、ショウ sei, shō",8
政,攴,politics,"セイ、（ショウ）、まつりごと sei, (shō), matsurigoto",9
勢,力,power,"セイ、いきお-い sei, ikio-i",13
精,米,refined,"セイ、（ショウ） sei, (shō)",14
製,衣,manufacture,セイ sei,14
税,禾,tax,ゼイ zei,12
責,貝,blame,"セキ、せ-める seki, se-meru",11
績,糸,exploits,セキ seki,17
接,手,contact,"セツ、つ-ぐ setsu, tsu-gu",11
設,言,establish,"セツ、もう-ける setsu, mō-keru",11
舌,舌,tongue,"ゼツ、した zetsu, shita",6
絶,糸,discontinue,"ゼツ、た-える、た-やす、た-つ zetsu, ta-eru, ta-yasu, ta-tsu",12
銭,金,coin,"セン、ぜに sen, zeni",14
祖,示,ancestor,ソ so,9
素,糸,elementary,"ソ、ス so, su",10
総,糸,whole,ソウ sō,14
造,辵,create,"ゾウ、つく-る zō, tsuku-ru",10
像,人,statue,ゾウ zō,14
増,土,increase,"ゾウ、ま-す、ふ-える、ふ-やす zō, ma-su, fu-eru, fu-yasu",14
則,刀,rule,ソク soku,9
測,水,fathom,"ソク、はか-る soku, haka-ru",12
属,尸,belong,ゾク zoku,12
率,玄,rate,"ソツ、リツ、ひき-いる sotsu, ritsu, hiki-iru",11
損,手,loss,"ソン、そこ-なう、そこ-ねる son, soko-nau, soko-neru",13
退,辵,retreat,"タイ、しりぞ-く、しりぞ-ける tai, shirizo-ku, shirizo-keru",9
貸,貝,lend,"タイ、か-す tai, ka-su",12
態,心,condition,タイ tai,14
団,囗,group,"ダン、（トン） dan, (ton)",6
断,斤,cut off,"ダン、た-つ、ことわ-る dan, ta-tsu, kotowa-ru",11
築,竹,fabricate,"チク、きず-く chiku, kizu-ku",16
張,弓,stretch,"チョウ、は-る chō, ha-ru",11
提,手,present,"テイ、さ-げる tei, sa-geru",12
程,禾,extent,"テイ、ほど tei, hodo",12
適,辵,suitable,テキ teki,14
敵,攴,enemy,"テキ、かたき teki, kataki",15
統,糸,unite,"トウ、す-べる tō, su-beru",12
銅,金,copper,ドウ dō,14
導,寸,guide,"ドウ、みちび-く dō, michibi-ku",15
徳,彳,benevolence,トク toku,14
独,犬,alone,"ドク、ひと-り doku, hito-ri",9
任,人,responsibility,"ニン、まか-せる、まか-す nin, maka-seru, maka-su",6
燃,火,burn,"ネン、も-える、も-やす、も-す nen, mo-eru, mo-yasu, mo-su",16
能,肉,ability,ノウ nō,10
破,石,rend,"ハ、やぶ-る、やぶ-れる ha, yabu-ru, yabu-reru",10
犯,犬,crime,"ハン、おか-す han, oka-su",5
判,刀,judge,"ハン、バン han, ban",7
版,片,printing block,ハン han,8
比,比,compare,"ヒ、くら-べる hi, kura-beru",4
肥,肉,fertilizer,"ヒ、こ-える、こえ、こ-やす、こ-やし hi, ko-eru, koe, ko-yasu, ko-yashi",8
非,非,negative,ヒ hi,8
備,人,provide,"ビ、そな-える、そな-わる bi, sona-eru, sona-waru",12
俵,人,bag,"ヒョウ、たわら hyō, tawara",10
評,言,evaluate,ヒョウ hyō,12
貧,貝,poor,"ヒン、ビン、まず-しい hin, bin, mazu-shii",11
布,巾,linen,"フ、ぬの fu, nuno",5
婦,女,lady,フ fu,11
富,宀,rich,"フ、（フウ）、と-む、とみ fu, (fū), to-mu, tomi",12
武,止,military,"ブ、ム bu, mu",8
復,彳,again,フク fuku,12
複,衣,duplicate,フク fuku,14
仏,人,Buddha,"ブツ、ほとけ butsu, hotoke",4
編,糸,compile,"ヘン、あ-む hen, a-mu",15
弁,辛 瓜 辛,valve,ベン ben,5
保,人,preserve,"ホ、たも-つ ho, tamo-tsu",9
墓,土,grave,"ボ、はか bo, haka",13
報,土,report,"ホウ、むく-いる hō, muku-iru",12
豊,豆,bountiful,"ホウ、ゆた-か hō, yuta-ka",13
防,阜,prevent,"ボウ、ふせ-ぐ bō, fuse-gu",7
貿,貝,trade,ボウ bō,12
暴,日,outburst,"ボウ、（バク）、あば-く、あば-れる bō, (baku), aba-ku, aba-reru",15
務,力,duty,"ム、つと-める、つと-まる mu, tsuto-meru, tsuto-maru",11
夢,夕,dream,"ム、ゆめ mu, yume",13
迷,辵,astray,"メイ、まよ-う mei, mayo-u",9
綿,糸,cotton,"メン、わた men, wata",14
輸,車,transport,ユ yu,16
余,食,leave over,"ヨ、あま-る、あま-す yo, ama-ru, ama-su",7
預,頁,deposit,"ヨ、あず-ける、あず-かる yo, azu-keru, azu-karu",13
容,宀,contain,ヨウ yō,10
略,田,abbreviation,リャク ryaku,11
留,田,detain,"リュウ、（ル）、と-める、と-まる ryū, (ru), to-meru, to-maru",10
領,頁,territory,リョウ ryō,14
異,田,uncommon,"イ、こと i, koto",11
遺,辵,bequeath,"イ、（ユイ） i, (yui)",15
域,土,range,イキ iki,11
宇,宀,eaves,ウ u,6
映,日,reflect,"エイ、うつ-る、うつ-す、は-える ei, utsu-ru, utsu-su, ha-eru",9
延,廴,prolong,"エン、の-びる、の-べる、の-ばす en, no-biru, no-beru, no-basu",8
沿,水,run alongside,"エン、そ-う en, so-u",8
我,戈,ego,"ガ、われ、わ ga, ware, wa",7
灰,火,ashes,"カイ、はい kai, hai",6
拡,手,broaden,カク kaku,8
革,革,leather,"カク、かわ kaku, kawa",9
閣,門,tall,カク kaku,14
割,刀,divide,"カツ、わ-る、わり、わ-れる、さ-く katsu, wa-ru, wari, wa-reru, sa-ku",12
株,木,stocks,かぶ kabu,10
干,干,dry,"カン、ほ-す、ひ-る kan, ho-su, hi-ru",3
巻,卩,scroll,"カン、ま-く、まき kan, ma-ku, maki",9
看,目,watch over,カン kan,9
簡,竹,simplicity,カン kan,18
危,卩,dangerous,"キ、あぶ-ない、あや-うい、あや-ぶむ ki, abu-nai, aya-ui, aya-bumu",6
机,木,desk,"キ、つくえ ki, tsukue",6
揮,手,brandish,キ ki,12
貴,貝,precious,"キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ ki, tatto-i, tōto-i, tatto-bu, tōto-bu",12
疑,疋,doubt,"ギ、うたが-う gi, utaga-u",14
吸,口,suck,"キュウ、す-う kyū, su-u",6
供,人,offer,"キョウ、（ク）、そな-える、とも kyō, (ku), sona-eru, tomo",8
胸,肉,bosom,"キョウ、むね、（むな） kyō, mune, (muna)",10
郷,邑,home town,"キョウ、ゴウ kyō, gō",11
勤,力,diligence,"キン、（ゴン）、つと-める、つと-まる kin, (gon), tsuto-meru, tsuto-maru",12
筋,竹,muscle,"キン、すじ kin, suji",12
系,糸,lineage,ケイ kei,7
敬,攴,respect,"ケイ、うやま-う kei, uyama-u",12
警,言,guard against,ケイ kei,19
劇,刀,drama,ゲキ geki,15
激,水,violent,"ゲキ、はげ-しい geki, hage-shii",16
穴,穴,hole,"ケツ、あな ketsu, ana",5
絹,糸,silk,"ケン、きぬ ken, kinu",13
権,木,rights,"ケン、（ゴン） ken, (gon)",15
憲,心,constitution,ケン ken,16
源,水,origin,"ゲン、みなもと gen, minamoto",13
厳,口,strict,"ゲン、（ゴン）、おごそ-か、きび-しい gen, (gon), ogoso-ka, kibi-shii",17
己,己,self,"コ、キ、おのれ ko, ki, onore",3
呼,口,call,"コ、よ-ぶ ko, yo-bu",8
誤,言,mistake,"ゴ、あやま-る go, ayama-ru",14
后,口,empress,コウ kō,6
孝,子,filial piety,コウ kō,7
皇,白,emperor,"コウ、オウ kō, ō",9
紅,糸,deep red,"コウ、（ク）、べに、くれない kō, (ku), beni, kurenai",9
降,阜,descend,"コウ、お-りる、お-ろす、ふ-る kō, o-riru, o-rosu, fu-ru",10
鋼,金,steel,"コウ、はがね kō, hagane",16
刻,刀,engrave,"コク、きざ-む koku, kiza-mu",8
穀,禾,cereals,コク koku,14
骨,骨,bone,"コツ、ほね kotsu, hone",10
困,囗,become distressed,"コン、こま-る kon, koma-ru",7
砂,石,sand,"サ、シャ、すな sa, sha, suna",9
座,广,sit,"ザ、すわ-る za, suwa-ru",10
済,水,settle,"サイ、す-む、す-ます sai, su-mu, su-masu",11
裁,衣,judge,"サイ、た-つ、さば-く sai, ta-tsu, saba-ku",12
策,竹,scheme,サク saku,12
冊,冂,counter for books,"サツ、サク satsu, saku",5
蚕,虫,silkworm,"サン、かいこ san, kaiko",10
至,至,climax,"シ、いた-る shi, ita-ru",6
私,禾,me,"シ、わたくし、わたし shi, watakushi, watashi",7
姿,女,figure,"シ、すがた shi, sugata",9
視,見,look at,シ shi,11
詞,言,poetry,シ shi,12
誌,言,document,シ shi,14
磁,石,magnet,ジ ji,14
射,寸,shoot,"シャ、い-る sha, i-ru",10
捨,手,throw away,"シャ、す-てる sha, su-teru",11
尺,尸,shaku,シャク shaku,4
若,艸,young,"ジャク、（ニャク）、わか-い、も-しくは jaku, (nyaku), waka-i, mo-shikuha",8
樹,木,trees,ジュ ju,16
